count,Date of Band,Location,Territory,Band Prefix,Band Suffix,Band Leg,Age,Sex,Genetic Blood Sample,Parasite Screen,DNA SEX,Date-#1 Mass,Weight-#1 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#2 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#3 Mass,Weight-#3 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#4 Mass,Weight-#4 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#5 Mass,Weight-#5 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#6 Mass,Weight-#6 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#7 Mass,Weight-#7 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#8 Mass,Weight-#8 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#9 Mass,Weight-#9 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#10 Mass,Weight-#10 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#11 Mass,Weight-#11 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Misc.,Comments,Date-#11 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#12 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm)
902,6/19/2012,HAYMAN,CS4,1783,64320,L,Ad,M,YES,,M,6/19/2012,56.5,128,98,104,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,6/19/2012,HAYMAN,CS4,1783,64321,R,Ad,F,NO,,,6/19/2012,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,6/26/2012,MEF,B6,1783,64322,R,Ad,M,6-26-2012; 5-28-2014; 7/13/17,6/26/2012,,6/26/2012,56,128,96,105,64,5/28/2014,55,138,99,109,59,6/30/2014,53,137,99,108,61,6/15/2015,56.6,134,98,108,61,6/2/2016,54,138,99,108,65,7/8/2016,50.5,,,,,6/13/2017,51,,,,,7/4/2017,58,,,,,7/13/2017,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,7/9/2012,MEF,BG1,1783,64323,R,Ad,M,NO,,M,7/9/2012,48,,,,,6/14/2013,51,132,94,103,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,7/10/2012,TROUT CREEK,DG1,1783,64324,L,Ad,M,NO,,,7/10/2012,51.5,133,103,109,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,7/11/2012,MEF,B17,1783,64325,R,L,?,YES,,,7/11/2012,34,,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,7/11/2012,MEF,B17,1783,64326,R,L,?,YES,,F,7/11/2012,31.2,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,7/17/2012,MEF,BG4,1783,64327,L,Ad,M,7/1/2013,7/1/2013,M,7/17/2012,59.5,,,,,7/9/2013,55.5,129,98,107,55,7/22/2013,51.5,,,,,6/20/2014,52.5,126,96,104,57,7/24/2015,49,126,95,104,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,7/17/2012,MEF,BG4,1783,64327,L,Ad,M,7/1/2013,7/1/2013,M,7/17/2012,59.5,128,,,,7/1/2013,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,7/18/2012,MEF,AG1,1783,64328,R,Ad,M,NO,,,7/18/2012,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,7/3/2012,TROUT CREEK,D5,1783,64329,R,Ad,F,YES,,,7/3/2012,59.5,,99,105,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,7/3/2012,TROUT CREEK,D1,1783,64330,R,Ad,F,NO,,,7/3/2012,68,136,99,109,58,,57,129,95,106,60,6/17/2014,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,7/2/2012,MEF,B17 floater,1783,64331,L,Ad,M,YES,,M,7/2/2012,52,132,97,109,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,6/29/2012,MEF,B11,1783,64332,L,Ad,F,NO,,,7/2/2012,57,,,,,7/9/2012,49,129,95,106,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,7/9/2012,MEF,B2,1783,64333,L,L,?,YES,,,7/9/2012,40.4,,34,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,6/29/2012,MEF,A13,1783,64334,,L,?,YES,,F,6/29/2012,57.5,,72,72,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,6/29/2012,MEF,A13,1783,64335,,L,?,YES,,F,6/29/2012,56,,77,79,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,7/9/2012,MEF,B2,1783,64336,R,L,?,YES,,,7/9/2012,46.7,,39,39,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,7/10/2012,TROUT CREEK,D1,1783,64337,L,L,?,YES,,,7/10/2012,37.9,,36,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,7/10/2012,TROUT CREEK,D1,1783,64338,L,L,?,YES,,F,7/10/2012,49.5,,43,42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,7/11/2012,MEF,A4,1783,64339,L,L,?,YES,,M,7/11/2012,43.9,,42,42,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,7/11/2012,MEF,A4,1783,64340,R,L,?,YES,,,7/11/2012,47.7,,37,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,7/5/2012,MEF,B14,1783,64341,,L,?,YES,,F,7/5/2012,38.4,,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,7/5/2012,MEF,B14,1783,64342,,L,?,YES,,M,7/5/2012,43.4,,32,33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,7/9/2012,MEF,B14 floater,1783,64343,L,Ad,M?,YES,,M,7/9/2012,55.5,127,80,56,59,6/14/2013,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,7/17/2012,MEF,BG5,1783,64345,L,Ad,M,6/27/2014,NO,M,7/17/2012,49,,,,,6/7/2013,55.5,133,97,107,60,7/18/2013,49,131,99,108,61,6/27/2014,51,131,99,107,64,7/7/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,7/5/2012,MEF,A18,1783,64346,,L,?,YES,,,7/5/2012,49.3,,49,50,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,7/5/2012,MEF,A18,1783,64347,L,L,?,YES,,,7/5/2012,51.2,,48,48,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,7/5/2012,MEF,A18,1783,64348,R,L,?,YES,,,7/5/2012,48.1,,42,41,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,7/9/2012,MEF,BG1,1783,64349,R,Ad,F,YES,,F,7/9/2012,61,134,95,105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,7/10/2012,TROUT CREEK,D11,1783,64350,L,L,?,YES,,M,7/10/2012,54.5,,80,79,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,7/13/2012,HAYMAN,CN13,1783,64351,L,Ad,F,YES,,F,7/13/2012,58,129,52,108,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,7/3/2012,TROUT CREEK,D11,1783,64352,R,Ad,M,YES,,M,7/3/2012,52,130,97,108,64,6/13/2013,58,135,95,106,,6/3/2014,55,133,98,109,60,6/26/2014,55,128,100,110,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,7/16/2012,MEF,BG2,1783,64353,R,Ad,M,NO,NO,,7/16/2012,55,,,,,7/8/2013,49.5,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,6/27/2013,MEF,A20,1783,64354,L,Ad,M,"6/27/2013, 6/7/17",6/27/2013,M,6/27/2013,64,128,94,103,57,7/7/2013,61.5,,90,101,,6/16/2014,57,130,93,102,57,6/25/2015,57,133,92,102,59,6/15/2016,51.5,129,95,103,56,6/7/2017,49.5,129,,,,7/12/2017,57,127,95,101,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,,JOHN'S GULCH??,,1783,64355,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,7/12/2013,MEF,A4,1783,64356,,L,?,7/12/2013,NO,F,7/15/2013,64.2,,55,55,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,7/1/2013,MEF,B14,1783,64357,R,Ad,F,7/9/2013,7/9/2013,F,7/1/2013,60,,,,,7/9/2013,55,129,96,105,60,7/2/2014,56,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,7/12/2013,MEF,A4,1783,64358,,L,?,7/12/2013,7/12/2013,M,7/12/2013,65.2,,61,60,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,7/12/2012,HAYMAN,CNG1,1783,64359,L,Ad,M,YES,,M,7/12/2012,61,131,41,109,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,7/17/2012,MEF,BG3,1783,64360,L,Ad,M,NO,,,7/17/2012,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,6/21/2013,MEF,A10/A11,1783,64361,?,Ad,M,6/21/2013,6/21/2013,M,6/21/2013,56.5,127,102,109,52,7/13/2013,57,127,41,3,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,6/21/2013,MEF,A10/A11,1783,64363,?,Ad,M,NO,NO,,6/21/2013,53.5,126,97,105,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,6/21/2013,MEF,A10/A11,1783,64364,?,Ad,M,NO,NO,,6/21/2013,58,133,98,105,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,7/12/2012,HAYMAN,CNG1,1783,64365,,Ad,M,NO,,,7/12/2012,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,6/10/2013,MEF,B4,1783,64367,L,Ad,M,YES,,M,6/10/2013,56,127,99,106,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,6/13/2013,TROUT CREEK,D7,1783,64368,R,Ad,F,"7/11/2013, 7/11/2016",7/11/2013,F,7/11/2013,59.5,131,99,108,62,6/9/2014,73.5,129,99,109,,6/17/2015,,,,,,6/16/2016,70,,,,,7/11/2016,57,129,100,109,66,6/15/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,6/12/2013,MEF,A41,1783,64369,R,Ad,M,YES,,M,6/12/2013,51.5,128,95,105,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,6/11/2013,HAYMAN,CN10,1783,64370,L,Ad,F,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,6/10/2013,MEF,B11/BG7/B10!,1783,64371,R,Ad,M,YES; 7-7-15,,M,6/10/2013,57,127,92,102,59,7/19/2013,55.5,126,25,105,,7/24/2013,60,,49,108,61,7/7/2015,59.5,129,99,107,61,6/14/2016,52,,,,,6/19/2017,62,,,,,7/4/2017,54.5,,,,,7/15/2017,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,6/7/2013,HAYMAN,CN10,1783,64372,R,Ad,M?,YES,,M,6/7/2013,55,133,97,108,56,7/11/2013,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,6/7/2013,HAYMAN,CN10,1783,64373,L,Ad,M?,"PVSLY, 5/30/2014",,M,6/7/2013,57.5,132,97,106,53,5/30/2014,52.5,132,101,111,57,7/1/2014,53.5,130,93,101,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,6/7/2013,HAYMAN,CN10,1783,64374,R,Ad,M?,NO,,M,6/7/2013,52.5,130,95,106,52,6/13/2014,56,129,97,108,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,6/7/2013,HAYMAN,CN10,1783,64375,,Ad,M?,YES,,M,6/7/2013,58.5,125,96,102,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,6/7/2013,HAYMAN,CN10,1783,64376,,Ad,M,YES,,M,6/7/2013,55.5,132,95,104,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,5/31/2013,TROUT CREEK,D9,1783,64377,L,Ad,M,"YES; 6-29-15, 6/22/2018",,M,5/31/2013,53.5,126,96,102,61,6/18/2013,55.5,125,96,105,62,6/26/2014,54,130,97,108,64,6/29/2015,53,129,100,109,66,6/23/2016,54,133,99,110,65,7/7/2016,,,,,,6/15/2017,61,130,,,,6/30/2017,59,,,,,6/22/2018,58,130,100,109,61,,,,,,,,,,,,,,,,,,,,,,,,,,
958,7/8/2013,MEF,A13,1783,64378,L,L,?,7/8/2013,7/8/2013,F,7/8/2013,55.3,,57,55,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,7/9/2013,MEF,B14,1783,64379,L,L,?,7/9/2013,7/9/2013,F,7/9/2013,52.5,,48,48,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,7/9/2013,MEF,B14,1783,64380,L,L,?,7/9/2013,7/9/2013,F,7/9/2013,55.3,,54,53,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,6/14/2013,MEF,A41,1783,64381,R,Ad,F,NO,,,6/14/2013,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,7/8/2013,MEF,B10,1783,64382,L,L,?,7/8/2013,7/8/2013,F,7/8/2013,45.7,,45,45,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,6/28/2013,MEF,B2/B11,1783,64383,R,Ad,F,7/8/2013,7/8/2013,F,7/8/2013,57,125,95,105,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,6/14/2013,MEF,A4,1783,64384,L,Ad,F,7/10/2013,7/10/2013,F,7/10/2013,65,124,96,105,60,6/13/2014,,,,,,6/16/2014,,,,,,6/25/2014,,,,,,6/30/2017,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,7/8/2013,MEF,B10,1783,64385,L,L,?,7/8/2013,7/8/2013,F and M ??,7/8/2013,47.4,,46,46,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,5/29/2013,MEF,B1,1783,64387,,Ad,M,YES,,M,5/29/2013,57.5,126,94,104,63,7/15/2015,51,,94,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,5/30/2013,HAYMAN,CNG1,1783,64388,R,Ad,F,NO,,,5/30/2013,>80,,,,,6/7/2016,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,5/30/2013,HAYMAN,CNG1,1783,64389,L,Ad,M?,YES,,M,5/30/2013,51,133,104,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,5/30/2013,HAYMAN,CNG1,1783,64390,L,Ad,M,YES,,M,5/30/2013,52,128,96,106,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,5/31/2013,TROUT CREEK,D8,1783,64391,R,Ad,F,7/11/2013,7/11/2013,F,5/31/2013,79.5,,,,,7/11/2013,55.5,130,102,110,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,6/4/2013,MEF,B8,1783,64392,L,Ad,F,7/9/2014,7/9/2014,F,6/4/2013,>66.0,,,,,6/23/2014,,,,,,7/9/2014,50.5,131,99,109,63,6/24/2015,,,,,,7/1/2015,67.5,,,,,6/6/2016,69.5,,,,,6/21/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,6/6/2013,TROUT CREEK,D11,1783,64393,R,Ad,F,NO,,,6/6/2013,>64.0,,,,,6/17/2014,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,6/11/2013,HAYMAN,CN8,1783,64394,R,Ad,F,7/12/2013; 7/23/13,7/12/2013; 7/23/13,F,6/11/2013,65.5,,,,,7/12/2013,50.5,121,95,106,59,7/23/2013,59,125,94,105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,6/14/2013,MEF,B10,1783,64395,R,Ad,F,NO,,F,6/14/2013,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,7/23/2013,HAYMAN,CNG2,1783,64396,L,AD,M,NO,NO,,7/23/2013,47.5,129,97,106,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,5/27/2014,MEF,A29,1783,64397,R,Ad,M,"5/27/2014, 7/3/2018",NO,,5/27/2014,54.5,129,97,105,61,6/11/2014,54.5,131,96,103,61,7/2/2014,,,,,,7/4/2014,51.5,133,98,106,61,7/7/2014,51,,,,,9/16/2014,68.5,120,97,102,58,6/25/2015,55,128,98,108,62,6/24/2016,54,131,98,106,64,7/3/2018,54,132,100,110,64,,,,,,,,,,,,,,,,,,,,,,,,,,
977,6/19/2014,HAYMAN,CN13,1783,64398,R,Ad,F,7/8/2014,7/8/2014,,6/19/2014,72.5,,,,,7/8/2014,57.5,131,94,105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,6/20/2014,MEF,B2,1783,64399,R,Ad,F,7/7/2014,NO,,6/20/2014,67,,,,,7/7/2014,55,127,98,106,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,7/9/2013,MEF,B12,1783,64400,R,L,?,7/9/2013,7/9/2013,M,7/9/2013,52.4,,47,46,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,7/9/2013,MEF,B12,1783,64401,L,L,?,7/9/2013,7/9/2013,M,7/9/2013,44.1,,36,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,7/9/2013,MEF,B12,1783,64402,L,L,?,7/9/2013,7/9/2013,M,7/9/2013,41.3,,34,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,7/9/2013,MEF,B12,1783,64403,R,L,?,7/9/2013,7/9/2013,F,7/9/2013,19.7,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,7/10/2013,MEF,B18,1783,64404,L,L,?,7/10/2013,7/10/2013,F,7/10/2013,52.3,,36,36,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,7/10/2013,MEF,B18,1783,64405,R,L,?,7/10/2013,7/10/2013,M,7/10/2013,49.6,,40,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,7/10/2013,MEF,B18,1783,64406,R,L,?,7/10/2013,7/10/2013,F,7/10/2013,45.3,,21,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,7/10/2013,MEF,A20,1783,64407,L,Ad,F,"7/10/2013, 7/2/16",7/10/2013,F,7/10/2013,61,127,100,107,67,6/18/2014,>60.5,,,,,6/25/2015,,,,,,6/8/2016,73,,,,,7/2/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,7/3/2013,MEF,BG2,1783,64408,,Ad,F,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,6/26/2013,MEF,A29,1783,64409,L,Ad,F,NO,NO,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,6/20/2013,MEF,B13,1783,64410,?,Ad,F,7/9/2014,7/9/2014,F,6/20/2013,73.5,,,,,7/9/2014,58,137,99,110,64,7/1/2015,62.5,133,98,110,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,7/8/2013,MEF,B20,1783,64411,L,Ad,F,"7/8/2013, 7/11/2018",7/8/2013,F,7/8/2013,52.5,128,103,112,65,7/14/2015,62,129,102,112,67,7/13/2017,57.5,137,,,,7/11/2018,59.5,135,103,113,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,7/12/2013,HAYMAN,CN8,1783,64412,L,L,?,7/12/2013,7/12/2013,F,7/12/2013,41,,21,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,7/12/2013,HAYMAN,CN8,1783,64413,,L,?,7/12/2013,7/12/2013,M,7/12/2013,43,,20,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,7/15/2013,MEF,A20,1783,64414,L,L,?,7/15/2013,7/15/2013,,7/15/2013,57.6,,47,47,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
